,term,causal,coef,antonyms,antonym_source
1281,given,0,-0.289,{'questionable': 0.248},synonym_antonym
1282,justify,0,-0.289,{'attack': 0.28},antonym
1283,disgusted,1,-0.29,"{'pleased': 0.526, 'well': 0.671}",antonym
1284,rape,0,-0.29,"{'raise': 0.173, 'success': 0.485}",antonym
1285,shred,0,-0.29,"{'success': 0.485, 'rich': 0.369}",antonym
1286,army,0,-0.292,"{'end': 0.428, 'beginning': 0.199, 'being': 0.217}",synonym_antonym
1287,attract,0,-0.292,"{'beginning': 0.199, 'increase': 0.226, 'relax': 0.853}",synonym_antonym
1288,photos,0,-0.294,"{'top': 0.44, 'rise': 0.159, 'wild': 0.158, 'intense': 0.572, 'day': 0.351, 'relax': 0.853, 'promote': 0.244, 'moving': 0.272, 'sound': 0.192}",synonym_antonym
1289,poster,0,-0.294,{'praise': 0.513},antonym
1290,young,0,-0.295,{'strong': 0.651},antonym
1291,blind,0,-0.296,{'smart': 0.833},synonym_antonym
1292,cause,0,-0.297,"{'follow': 0.245, 'beginning': 0.199, 'success': 0.485, 'end': 0.428, 'rise': 0.159, 'better': 0.257}",synonym_antonym
1293,apparent,0,-0.298,{'complex': 0.323},synonym_antonym
1294,skimpy,0,-0.298,{'more': 0.254},synonym_antonym
1295,armed,0,-0.299,{'easy': 0.679},antonym
1296,mild,0,-0.299,{'intense': 0.572},antonym
1297,pretensions,0,-0.3,{'natural': 0.186},synonym_antonym
1298,dealt,0,-0.301,{'right': 0.233},antonym
1299,less,0,-0.302,"{'more': 0.254, 'high': 0.418}",antonym
1300,appeal,0,-0.303,{'success': 0.485},synonym_antonym
1301,city,0,-0.303,{'disagree': 0.225},antonym
1302,confusion,1,-0.303,"{'happiness': 0.323, 'finish': 0.874}",synonym_antonym
1303,deal,0,-0.303,{'right': 0.233},antonym
1304,levels,0,-0.304,"{'high': 0.418, 'intense': 0.572}",antonym
1305,zero,0,-0.305,{'uncommon': 0.186},synonym_antonym
1306,am,0,-0.308,{'postmeridian': 0.0},oov_antonym
1307,humorless,1,-0.308,{'funny': 0.855},antonym
1308,inappropriate,1,-0.311,{'appropriate': 0.522},antonym
1309,insult,0,-0.311,{'increase': 0.226},antonym
1310,ludicrous,1,-0.311,{'meaningful': 0.45},antonym
1311,rushed,0,-0.312,{'raise': 0.173},synonym_antonym
1312,terribly,1,-0.312,"{'nice': 0.42, 'pleasant': 1.106}",antonym
1313,german,0,-0.313,{'absolute': 0.236},antonym
1314,predictability,0,-0.313,{'sure': 0.265},synonym_antonym
1315,rises,0,-0.313,{'buy': 0.169},antonym
1316,wet,0,-0.313,{'dry': 0.197},antonym
1317,incompetent,1,-0.316,{'professional': 0.89},antonym
1318,FALSE,0,-0.318,"{'honest': 0.387, 'right': 0.233, 'correct': 0.447, 'genuine': 0.174}",antonym
1319,foreign,0,-0.318,{'national': 0.179},antonym
1320,miles,0,-0.318,{'end': 0.428},synonym_antonym
1321,presented,0,-0.318,"{'late': 0.157, 'early': 0.361, 'middle': 0.194, 'present': 0.661}",synonym_antonym
1322,surely,0,-0.318,{'unpredictable': 1.253},antonym
1323,affected,0,-0.319,"{'well': 0.671, 'pleased': 0.526}",synonym_antonym
1324,difficult,1,-0.32,{'easy': 0.679},antonym
1325,nonsensical,1,-0.32,{'smart': 0.833},antonym
1326,colors,0,-0.321,{'increase': 0.226},antonym
1327,optimistic,0,-0.321,{'hopeless': 0.159},antonym
1328,stand,0,-0.321,"{'promote': 0.244, 'buy': 0.169}",synonym_antonym
1329,off,0,-0.322,"{'right': 0.233, 'on': 0.161}",synonym_antonym
1330,lost,0,-0.323,{'found': 0.198},antonym
1331,set,0,-0.323,"{'right': 0.233, 'silence': 0.165, 'rise': 0.159, 'action': 0.211, 'change': 0.21, 'follow': 0.245, 'clean': 0.79, 'more': 0.254, 'win': 0.235, 'promote': 0.244, 'fire': 0.236, 'light': 0.157, 'moving': 0.272, 'professional': 0.89, 'opening': 0.234}",synonym_antonym
1332,revenge,0,-0.324,{'clear': 0.402},antonym
1333,incoherent,1,-0.327,{'coherent': 0.182},antonym
1334,unlucky,1,-0.327,"{'fortunate': 0.179, 'lucky': 0.898}",antonym
1335,psycho,0,-0.328,"{'lucky': 0.898, 'fortunate': 0.179, 'successful': 0.395}",synonym_antonym
1336,excuse,0,-0.329,{'colorful': 0.252},antonym
1337,supposed,0,-0.329,{'convincing': 0.692},synonym_antonym
1338,bags,0,-0.331,"{'interest': 0.472, 'block': 0.313, 'freeze': 0.24, 'disagree': 0.225}",synonym_antonym
1339,lots,0,-0.331,{'pleasure': 0.408},synonym_antonym
1340,pee,0,-0.332,"{'clean': 0.79, 'dry': 0.197, 'full': 0.252, 'new': 0.213, 'fresh': 0.345}",synonym_antonym
1341,potential,0,-0.333,"{'possible': 0.265, 'capable': 0.577}",synonym_antonym
1342,unpleasant,1,-0.333,"{'nice': 0.42, 'pleasant': 1.106}",antonym
1343,defense,0,-0.334,{'change': 0.21},antonym
1344,misfortune,1,-0.334,{'success': 0.485},antonym
1345,neither,0,-0.334,{'developed': 0.524},synonym_antonym
1346,stinks,0,-0.334,{'disagree': 0.225},antonym
1347,cliched,1,-0.335,"{'creative': 0.503, 'fresh': 0.345}",synonym_antonym
1348,thick,0,-0.335,"{'light': 0.157, 'smart': 0.833, 'hopeless': 0.159, 'high': 0.418}",synonym_antonym
1349,each,0,-0.336,"{'partly': 0.169, 'several': 0.176}",antonym
1350,flimsy,0,-0.336,{'strong': 0.651},antonym
1351,cut,0,-0.337,{'focus': 0.208},antonym
1352,horrid,0,-0.337,"{'good': 1.191, 'beautiful': 1.276}",antonym
1353,sake,0,-0.337,"{'right': 0.233, 'increase': 0.226, 'middle': 0.194, 'leave': 0.224}",synonym_antonym
1354,numbing,0,-0.338,{'sensitive': 0.392},synonym_antonym
1355,rainy,0,-0.339,{'dry': 0.197},antonym
1356,add,0,-0.34,"{'natural': 0.186, 'attack': 0.28, 'tasteful': 0.224, 'fire': 0.236, 'silence': 0.165, 'disagree': 0.225}",synonym_antonym
1357,asleep,1,-0.343,{'aware': 0.282},antonym
1358,training,0,-0.344,"{'interest': 0.472, 'increase': 0.226, 'forget': 1.261}",synonym_antonym
1359,write,0,-0.344,"{'disagree': 0.225, 'cool': 0.838, 'praise': 0.513}",synonym_antonym
1360,unattractive,1,-0.345,{'appealing': 0.166},antonym
1361,talents,0,-0.346,"{'increase': 0.226, 'win': 0.235, 'creative': 0.503}",synonym_antonym
1362,targets,0,-0.346,"{'relax': 0.853, 'fire': 0.236}",synonym_antonym
1363,imagined,0,-0.347,{'enjoy': 0.396},antonym
1364,stayed,0,-0.347,{'travel': 0.819},antonym
1365,known,0,-0.348,{'questionable': 0.248},antonym
1366,noted,0,-0.351,{'questionable': 0.248},synonym_antonym
1367,obnoxious,1,-0.352,"{'pleasant': 1.106, 'good': 1.191}",synonym_antonym
1368,armageddon,0,-0.353,{'agreement': 0.0},oov_antonym
1369,flaws,1,-0.353,"{'perfection': 0.527, 'strength': 0.357, 'power': 0.839}",antonym
1370,hoping,0,-0.353,{'show': 0.286},antonym
1371,aspect,0,-0.355,{'figure': 1.145},antonym
1372,chance,0,-0.355,"{'possible': 0.265, 'happiness': 0.323, 'national': 0.179, 'freeze': 0.24, 'beginning': 0.199, 'success': 0.485, 'promote': 0.244, 'leave': 0.224, 'day': 0.351}",synonym_antonym
1373,admit,0,-0.356,"{'leave': 0.224, 'disagree': 0.225, 'fire': 0.236}",synonym_antonym
1374,aside,0,-0.356,{'right': 0.233},synonym_antonym
1375,features,0,-0.356,{'figure': 1.145},synonym_antonym
1376,disgrace,0,-0.358,{'increase': 0.226},antonym
1377,slapped,0,-0.358,{'promote': 0.244},antonym
1378,hold,0,-0.359,"{'disagree': 0.225, 'rise': 0.159, 'attack': 0.28, 'change': 0.21}",synonym_antonym
1379,rough,0,-0.359,{'fine': 0.459},antonym
1380,worthless,1,-0.359,"{'worthy': 0.422, 'found': 0.198}",antonym
1381,bunch,0,-0.36,{'disagree': 0.225},synonym_antonym
1382,tiring,0,-0.361,{'easy': 0.679},antonym
1383,uninteresting,1,-0.361,"{'stimulating': 0.184, 'interesting': 0.734}",synonym_antonym
1384,outlandish,0,-0.363,{'tough': 0.329},antonym
1385,zombies,0,-0.363,{'happiness': 0.323},antonym
1386,sheer,0,-0.364,"{'solid': 0.85, 'clear': 0.402}",antonym
1387,yawn,0,-0.364,{'change': 0.21},antonym
1388,accept,0,-0.365,{'welcome': 0.267},antonym
1389,sex,0,-0.365,"{'male': 0.267, 'sexual': 0.362, 'absolute': 0.236, 'parent': 0.162, 'direct': 0.233, 'end': 0.428, 'middle': 0.194}",synonym_antonym
1390,rarely,0,-0.367,{'often': 0.322},antonym
1391,available,0,-0.368,{'complex': 0.323},synonym_antonym
1392,dancing,0,-0.368,{'fast': 0.376},antonym
1393,load,0,-0.368,{'light': 0.157},antonym
1394,problem,0,-0.368,{'follow': 0.245},antonym
1395,roll,0,-0.37,{'freeze': 0.24},antonym
1396,concept,0,-0.372,{'strength': 0.357},antonym
1397,pay,0,-0.372,"{'tasteful': 0.224, 'clear': 0.402, 'encourage': 0.151, 'inaccurate': 0.196}",synonym_antonym
1398,lamest,1,-0.373,"{'well': 0.671, 'sound': 0.192}",antonym
1399,loses,1,-0.373,{'win': 0.235},synonym_antonym
1400,reading,0,-0.377,{},empty
1401,atrocious,0,-0.38,"{'good': 1.191, 'asset': 0.205}",antonym
1402,book,0,-0.383,"{'finish': 0.874, 'male': 0.267, 'truth': 0.156}",synonym_antonym
1403,commercial,0,-0.386,{'superior': 0.431},synonym_antonym
1404,says,0,-0.386,{'freeze': 0.24},antonym
1405,unfortunate,1,-0.386,"{'lucky': 0.898, 'fortunate': 0.179, 'successful': 0.395, 'safe': 0.155}",antonym
1406,home,0,-0.389,"{'finish': 0.874, 'end': 0.428}",antonym
1407,useless,1,-0.389,{'effective': 0.393},antonym
1408,confusing,1,-0.39,"{'clear': 0.402, 'distinct': 0.159}",antonym
1409,passed,0,-0.39,"{'rise': 0.159, 'follow': 0.245, 'buy': 0.169, 'opening': 0.234, 'promote': 0.244, 'clean': 0.79, 'fire': 0.236, 'perfection': 0.527, 'focus': 0.208}",synonym_antonym
1410,struggling,0,-0.39,{'new': 0.213},synonym_antonym
1411,heights,0,-0.391,{'right': 0.233},antonym
1412,cable,0,-0.395,{'follow': 0.245},synonym_antonym
1413,frustrated,1,-0.395,"{'successful': 0.395, 'fortunate': 0.179}",antonym
1414,please,0,-0.395,"{'change': 0.21, 'travel': 0.819, 'raise': 0.173, 'fame': 0.15, 'block': 0.313}",synonym_antonym
1415,any,0,-0.397,{'many': 0.203},antonym
1416,play,0,-0.397,"{'figure': 1.145, 'end': 0.428, 'better': 0.257, 'issue': 0.816, 'success': 0.485, 'ahead': 0.79, 'attack': 0.28, 'praise': 0.513, 'opening': 0.234, 'rise': 0.159}",synonym_antonym
1417,low,1,-0.399,"{'superior': 0.431, 'high': 0.418}",antonym
1418,falls,0,-0.4,"{'dry': 0.197, 'rise': 0.159}",antonym
1419,invent,0,-0.4,"{'disagree': 0.225, 'forget': 1.261}",antonym
1420,forward,0,-0.403,{'dry': 0.197},antonym
1421,uneven,0,-0.404,"{'fine': 0.459, 'new': 0.213}",synonym_antonym
1422,festival,0,-0.409,"{'beginning': 0.199, 'middle': 0.194}",antonym
1423,jokes,0,-0.409,"{'well': 0.671, 'leave': 0.224}",synonym_antonym
1424,went,0,-0.409,"{'rise': 0.159, 'follow': 0.245}",antonym
1425,detracts,0,-0.413,{'increase': 0.226},antonym
1426,unlikable,1,-0.414,{'kind': 0.528},antonym
1427,unoriginal,1,-0.414,"{'creative': 0.503, 'fresh': 0.345}",antonym
1428,version,0,-0.414,{'freeze': 0.24},antonym
1429,evil,0,-0.415,"{'right': 0.233, 'good': 1.191}",antonym
1430,audiences,0,-0.417,{'national': 0.179},antonym
1431,insipid,1,-0.417,{'stimulating': 0.184},antonym
1432,wife,0,-0.417,"{'partner': 1.001, 'absolute': 0.236, 'male': 0.267}",synonym_antonym
1433,appalling,0,-0.419,{'enjoy': 0.396},antonym
1434,bottom,0,-0.419,"{'strength': 0.357, 'top': 0.44, 'die': 0.407, 'best': 1.267, 'follow': 0.245, 'end': 0.428}",synonym_antonym
1435,fake,1,-0.419,"{'genuine': 0.174, 'correct': 0.447}",antonym
1436,tame,0,-0.419,{'exciting': 1.311},antonym
1437,values,0,-0.421,{'content': 0.294},antonym
1438,vague,1,-0.423,"{'clear': 0.402, 'smart': 0.833, 'focus': 0.208}",antonym
1439,guess,0,-0.424,{'enjoy': 0.396},synonym_antonym
1440,hand,0,-0.424,"{'right': 0.233, 'better': 0.257, 'promote': 0.244}",synonym_antonym
1441,cant,0,-0.426,"{'meaningful': 0.45, 'rise': 0.159}",antonym
1442,communicate,0,-0.427,"{'finish': 0.874, 'right': 0.233, 'disagree': 0.225, 'clear': 0.402}",synonym_antonym
1443,portrayed,0,-0.427,{'real': 0.164},antonym
1444,rate,0,-0.428,{'fast': 0.376},antonym
1445,unreal,1,-0.428,"{'real': 0.164, 'realistic': 0.727, 'natural': 0.186, 'genuine': 0.174}",antonym
1446,all,0,-0.429,"{'partly': 0.169, 'several': 0.176}",synonym_antonym
1447,cover,0,-0.431,{'clean': 0.79},antonym
1448,might,0,-0.431,"{'powerful': 1.169, 'strong': 0.651}",synonym_antonym
1449,brutal,0,-0.433,{'praise': 0.513},antonym
1450,general,0,-0.433,{'precise': 0.201},antonym
1451,hollywood,0,-0.433,{'happiness': 0.323},antonym
1452,minimal,0,-0.433,{'full': 0.252},antonym
1453,teen,0,-0.434,{'superior': 0.431},antonym
1454,however,0,-0.435,{'moving': 0.272},antonym
1455,left,0,-0.435,{'right': 0.233},antonym
1456,adventure,0,-0.436,{'best': 1.267},antonym
1457,destroy,1,-0.437,{'raise': 0.173},antonym
1458,note,0,-0.437,"{'freeze': 0.24, 'disagree': 0.225, 'truth': 0.156, 'rich': 0.369, 'praise': 0.513, 'extraordinary': 0.249}",synonym_antonym
1459,embarrassment,0,-0.438,"{'necessary': 0.327, 'happiness': 0.323}",antonym
1460,buddy,0,-0.439,{'stranger': 0.0},oov_antonym
1461,downhill,0,-0.439,"{'fast': 0.376, 'interesting': 0.734, 'smart': 0.833}",synonym_antonym
1462,fail,1,-0.441,{'clean': 0.79},antonym
1463,john,0,-0.445,"{'important': 0.151, 'clean': 0.79, 'cool': 0.838}",synonym_antonym
1464,lack,1,-0.445,"{'have': 0.206, 'comedy': 0.592, 'distribution': 0.176}",synonym_antonym
1465,par,0,-0.446,{'disagree': 0.225},synonym_antonym
1466,joke,0,-0.447,"{'well': 0.671, 'leave': 0.224}",synonym_antonym
1467,mundane,0,-0.449,"{'extraordinary': 0.249, 'uncommon': 0.186, 'unusual': 0.16}",antonym
1468,definite,0,-0.451,{'hot': 0.808},synonym_antonym
1469,teens,0,-0.451,"{'last': 0.341, 'minor': 1.043, 'human': 0.489}",synonym_antonym
1470,distasteful,1,-0.453,"{'right': 0.233, 'good': 1.191, 'clean': 0.79}",synonym_antonym
1471,dumbest,1,-0.453,"{'smart': 0.833, 'fast': 0.376, 'increase': 0.226}",antonym
1472,annoyed,1,-0.454,{'pleased': 0.526},antonym
1473,disappointment,1,-0.458,{'success': 0.485},antonym
1474,cold,0,-0.46,"{'warm': 0.558, 'hot': 0.808, 'kind': 0.528}",antonym
1475,hideous,0,-0.461,"{'lovable': 0.327, 'pleasant': 1.106}",antonym
1476,rip,0,-0.462,"{'end': 0.428, 'relax': 0.853}",synonym_antonym
1477,unimpressive,1,-0.462,{'impressive': 0.65},antonym
1478,moments,0,-0.463,{'former': 0.8},antonym
1479,shame,0,-0.463,{'love': 1.129},antonym
1480,sub,0,-0.464,{'focus': 0.208},antonym
1481,like,1,-0.466,"{'unlike': 0.214, 'ahead': 0.79}",synonym_antonym
1482,odd,0,-0.466,{'well': 0.671},synonym_antonym
1483,pilot,0,-0.466,{'follow': 0.245},antonym
1484,loser,1,-0.469,"{'winner': 0.375, 'rise': 0.159}",antonym
1485,unintelligent,1,-0.471,{'intelligent': 0.988},antonym
1486,frightening,0,-0.472,{'good': 1.191},antonym
1487,trap,0,-0.473,"{'truth': 0.156, 'parent': 0.162, 'beautiful': 1.276, 'end': 0.428, 'beginning': 0.199, 'easy': 0.679}",synonym_antonym
1488,bother,0,-0.475,{'pleasure': 0.408},antonym
1489,pitiful,0,-0.475,"{'superior': 0.431, 'happy': 0.522}",antonym
1490,dated,1,-0.478,{'new': 0.213},antonym
1491,painful,1,-0.48,{'harmless': 0.257},antonym
1492,wreck,0,-0.481,"{'better': 0.257, 'increase': 0.226}",antonym
1493,become,0,-0.483,"{'promote': 0.244, 'sweet': 0.34, 'block': 0.313, 'rise': 0.159, 'follow': 0.245, 'win': 0.235, 'fire': 0.236}",synonym_antonym
1494,collection,0,-0.487,"{'success': 0.485, 'male': 0.267, 'varied': 0.241, 'finish': 0.874, 'attack': 0.28, 'change': 0.21, 'inaccurate': 0.196, 'late': 0.157, 'middle': 0.194, 'right': 0.233, 'rise': 0.159, 'pleasant': 1.106, 'sweet': 0.34, 'extraordinary': 0.249, 'parent': 0.162, 'child': 0.367, 'buy': 0.169, 'welcome': 0.267, 'forget': 1.261, 'fast': 0.376}",synonym_antonym
1495,lines,0,-0.493,"{'fire': 0.236, 'clean': 0.79}",antonym
1496,touch,0,-0.498,"{'rise': 0.159, 'change': 0.21, 'action': 0.211, 'promote': 0.244}",synonym_antonym
1497,pass,0,-0.499,"{'rise': 0.159, 'follow': 0.245, 'buy': 0.169, 'opening': 0.234, 'promote': 0.244, 'clean': 0.79, 'fire': 0.236, 'perfection': 0.527, 'focus': 0.208}",synonym_antonym
1498,hard,0,-0.5,{'easy': 0.679},antonym
1499,lousy,0,-0.5,"{'good': 1.191, 'asset': 0.205}",antonym
1500,thunderbirds,0,-0.5,{'happiness': 0.323},antonym
1501,reason,0,-0.502,"{'truth': 0.156, 'pro': 0.178, 'insanity': 0.208, 'beginning': 0.199, 'success': 0.485, 'disagree': 0.225}",synonym_antonym
1502,stale,1,-0.503,"{'new': 0.213, 'fresh': 0.345}",antonym
1503,unrealistic,1,-0.503,"{'real': 0.164, 'possible': 0.265, 'realistic': 0.727}",antonym
1504,place,0,-0.507,"{'right': 0.233, 'silence': 0.165, 'rise': 0.159, 'action': 0.211, 'change': 0.21, 'follow': 0.245, 'clean': 0.79, 'more': 0.254, 'win': 0.235, 'promote': 0.244, 'fire': 0.236, 'light': 0.157, 'moving': 0.272, 'professional': 0.89, 'opening': 0.234}",synonym_antonym
1505,missing,0,-0.51,{'found': 0.198},antonym
1506,wannabe,0,-0.51,{'hopeless': 0.159},antonym
1507,horrified,0,-0.521,{'easy': 0.679},synonym_antonym
1508,believes,0,-0.523,"{'content': 0.294, 'possible': 0.265, 'noticed': 0.203}",synonym_antonym
1509,banal,1,-0.526,"{'new': 0.213, 'creative': 0.503}",antonym
1510,horrendous,0,-0.526,{'good': 1.191},antonym
1511,wrong,1,-0.539,"{'right': 0.233, 'correct': 0.447, 'accurate': 0.668}",antonym
1512,impossible,0,-0.543,"{'realistic': 0.727, 'possible': 0.265}",antonym
1513,wasting,1,-0.547,"{'good': 1.191, 'strength': 0.357}",synonym_antonym
1514,live,0,-0.548,{'follow': 0.245},antonym
1515,unfunny,1,-0.548,{'funny': 0.855},antonym
1516,completely,0,-0.549,{'partly': 0.169},antonym
1517,realize,0,-0.549,"{'welcome': 0.267, 'forget': 1.261}",synonym_antonym
1518,way,0,-0.552,"{'moving': 0.272, 'sound': 0.192, 'better': 0.257}",synonym_antonym
1519,trite,1,-0.554,"{'new': 0.213, 'creative': 0.503}",antonym
1520,complaints,1,-0.555,"{'good': 1.191, 'harmless': 0.257, 'well': 0.671, 'praise': 0.513}",synonym_antonym
1521,despise,0,-0.555,{'love': 1.129},antonym
1522,party,0,-0.56,{'show': 0.286},antonym
1523,boredom,1,-0.563,"{'happy': 0.522, 'pleased': 0.526}",synonym_antonym
1524,meaningless,1,-0.565,{'meaningful': 0.45},antonym
1525,disaster,1,-0.568,"{'comedy': 0.592, 'beginning': 0.199}",antonym
1526,pain,1,-0.574,"{'pleasure': 0.408, 'kind': 0.528, 'hot': 0.808, 'happiness': 0.323, 'happy': 0.522, 'success': 0.485, 'experience': 0.528}",synonym_antonym
1527,turd,0,-0.577,"{'clean': 0.79, 'praise': 0.513, 'opening': 0.234}",synonym_antonym
1528,forcing,0,-0.582,"{'relax': 0.853, 'rise': 0.159, 'follow': 0.245, 'buy': 0.169, 'surface': 0.241}",synonym_antonym
1529,hooked,0,-0.583,{'unaddicted': 0.0},oov_antonym
1530,creepy,0,-0.584,{'pleasant': 1.106},antonym
1531,attempting,0,-0.585,{'best': 1.267},antonym
1532,slightly,0,-0.585,"{'unfairly': 1.179, 'extraordinary': 0.249}",synonym_antonym
1533,unconvincing,1,-0.587,{'convincing': 0.692},antonym
1534,tries,0,-0.596,"{'best': 1.267, 'real': 0.164, 'trust': 0.285, 'fire': 0.236, 'sound': 0.192, 'rise': 0.159, 'follow': 0.245, 'leave': 0.224}",synonym_antonym
1535,nonexistent,0,-0.598,"{'found': 0.198, 'present': 0.661, 'increase': 0.226, 'rich': 0.369, 'fortunate': 0.179, 'good': 1.191}",synonym_antonym
1536,actor,0,-0.603,"{'necessary': 0.327, 'light': 0.157}",antonym
1537,passion,0,-0.605,"{'pleasure': 0.408, 'happiness': 0.323}",antonym
1538,shallow,1,-0.605,{'deep': 0.239},antonym
1539,offer,0,-0.608,{'universal': 0.182},antonym
1540,plodding,1,-0.615,"{'easy': 0.679, 'clear': 0.402}",synonym_antonym
1541,sorry,0,-0.62,"{'good': 1.191, 'light': 0.157, 'lively': 0.302}",antonym
1542,lackluster,1,-0.631,{'colorful': 0.252},antonym
1543,tiresome,1,-0.642,"{'interesting': 0.734, 'fast': 0.376}",antonym
1544,inferior,1,-0.644,"{'superior': 0.431, 'high': 0.418, 'good': 1.191}",antonym
1545,no,0,-0.644,"{'late': 0.157, 'middle': 0.194}",antonym
1546,miscast,0,-0.654,{'raise': 0.173},synonym_antonym
1547,unremarkable,1,-0.659,{'extraordinary': 0.249},antonym
1548,depressing,1,-0.673,"{'happy': 0.522, 'happiness': 0.323}",antonym
1549,ugly,1,-0.681,{'beautiful': 1.276},antonym
1550,effort,0,-0.688,{'best': 1.267},antonym
1551,multi,0,-0.688,{'tasteful': 0.224},synonym_antonym
1552,uses,0,-0.689,"{'middle': 0.194, 'praise': 0.513, 'block': 0.313, 'fire': 0.236, 'moving': 0.272, 'cool': 0.838, 'dry': 0.197, 'buy': 0.169, 'promote': 0.244}",synonym_antonym
1553,disappointed,1,-0.69,"{'successful': 0.395, 'fortunate': 0.179}",antonym
1554,flop,0,-0.705,{'promote': 0.244},antonym
1555,failure,1,-0.707,{'beginning': 0.199},antonym
1556,ill,1,-0.712,{'well': 0.671},antonym
1557,likes,0,-0.714,"{'unlike': 0.214, 'ahead': 0.79}",synonym_antonym
1558,mad,0,-0.715,{'well': 0.671},antonym
1559,crappy,1,-0.73,"{'good': 1.191, 'best': 1.267, 'better': 0.257}",antonym
1560,silly,1,-0.731,{'cool': 0.838},antonym
1561,confused,1,-0.732,"{'fresh': 0.345, 'energetic': 0.266}",antonym
1562,cliche,1,-0.744,"{'praise': 0.513, 'exciting': 1.311, 'extraordinary': 0.249}",antonym
1563,slow,0,-0.744,{'fast': 0.376},antonym
1564,tedious,1,-0.744,"{'interesting': 0.734, 'increase': 0.226, 'smart': 0.833}",antonym
1565,loud,0,-0.75,{'soft': 0.905},antonym
1566,disappointing,1,-0.766,{'on': 0.161},synonym_antonym
1567,dumb,1,-0.773,"{'smart': 0.833, 'fast': 0.376, 'increase': 0.226}",antonym
1568,ruined,1,-0.778,{'found': 0.198},synonym_antonym
1569,corny,1,-0.782,{'creative': 0.503},antonym
1570,below,0,-0.783,"{'above': 0.486, 'high': 0.418}",antonym
1571,bore,1,-0.785,{'interest': 0.472},antonym
1572,unintentionally,0,-0.794,{'intentionally': 0.208},antonym
1573,cheap,1,-0.807,"{'expensive': 0.909, 'important': 0.151, 'ashamed': 0.312}",antonym
1574,crap,1,-0.818,"{'clean': 0.79, 'praise': 0.513, 'opening': 0.234}",synonym_antonym
1575,annoying,1,-0.819,{'good': 1.191},synonym_antonym
1576,uninspired,1,-0.833,{'exciting': 1.311},antonym
1577,avoid,0,-0.855,{'truth': 0.156},antonym
1578,save,0,-0.875,{'disagree': 0.225},antonym
1579,dislike,1,-0.877,{'love': 1.129},antonym
1580,weak,1,-0.894,"{'tough': 0.329, 'powerful': 1.169, 'strong': 0.651}",antonym
1581,flat,1,-0.901,"{'high': 0.418, 'intense': 0.572}",synonym_antonym
1582,disliked,1,-0.902,"{'liked': 0.835, 'likeable': 0.366, 'likable': 0.739}",antonym
1583,ridiculous,1,-0.906,{'meaningful': 0.45},antonym
1584,sadly,1,-0.926,{'happily': 0.333},antonym
1585,stay,0,-0.999,{'travel': 0.819},antonym
1586,wasted,1,-1.026,{'found': 0.198},antonym
1587,skip,0,-1.072,{'better': 0.257},antonym
1588,forgettable,1,-1.078,"{'unforgettable': 0.727, 'memorable': 0.379}",antonym
1589,lame,1,-1.085,"{'well': 0.671, 'sound': 0.192}",antonym
1590,dreadful,1,-1.103,"{'nice': 0.42, 'pleasant': 1.106, 'good': 1.191, 'encourage': 0.151, 'hope': 0.205}",synonym_antonym
1591,failed,1,-1.122,{'clean': 0.79},antonym
1592,worse,1,-1.188,"{'better': 0.257, 'best': 1.267}",antonym
1593,lacks,1,-1.225,"{'have': 0.206, 'comedy': 0.592, 'distribution': 0.176}",synonym_antonym
1594,unfortunately,1,-1.285,"{'luckily': 0.303, 'fortunately': 0.856}",antonym
1595,nothing,0,-1.322,{'extraordinary': 0.249},synonym_antonym
1596,waste,1,-1.35,{'success': 0.485},synonym_antonym
1597,bland,1,-1.394,"{'tasteful': 0.224, 'new': 0.213, 'stimulating': 0.184}",synonym_antonym
1598,pathetic,0,-1.418,"{'fortunate': 0.179, 'lucky': 0.898, 'successful': 0.395}",antonym
1599,hate,1,-1.427,"{'love': 1.129, 'good': 1.191}",antonym
1600,predictable,1,-1.52,{'unpredictable': 1.253},antonym
1601,hated,1,-1.564,"{'loved': 1.034, 'wanted': 0.272}",antonym
1602,stupid,1,-1.579,"{'intelligent': 0.988, 'smart': 0.833, 'light': 0.157}",antonym
1603,badly,1,-1.605,"{'good': 1.191, 'harmless': 0.257, 'best': 1.267}",antonym
1604,mediocre,1,-1.683,{'superior': 0.431},antonym
1605,horrible,0,-1.741,{'good': 1.191},antonym
1606,fails,1,-1.838,{'clean': 0.79},antonym
1607,poor,1,-1.874,{'fortunate': 0.179},antonym
1608,dull,1,-1.881,"{'lively': 0.302, 'colorful': 0.252}",antonym
1609,bad,1,-1.959,"{'best': 1.267, 'better': 0.257, 'good': 1.191}",antonym
1610,poorly,1,-2.251,{'well': 0.671},antonym
1611,awful,1,-2.397,{'good': 1.191},antonym
1612,boring,1,-2.592,"{'interesting': 0.734, 'fast': 0.376}",antonym
1613,worst,1,-2.915,"{'good': 1.191, 'superior': 0.431, 'best': 1.267}",antonym
1614,terrible,1,-2.924,"{'nice': 0.42, 'pleasant': 1.106}",antonym
1615,horror,0,1.349,{'courage': -0.266},synonym_antonym
1616,not,0,-1.073,{'finish': 0.874},antonym
1617,something,0,0.759,"{'mature': -0.179, 'immature': -0.17}",antonym
1618,together,0,-0.74,{'maladjusted': 0.0},oov_antonym
1619,getting,0,0.671,{},empty
1620,money,0,0.656,{},empty
1621,killing,1,0.623,{'defeat': -0.193},antonym
1622,will,0,-0.619,{'insanity': 0.208},synonym_antonym
1623,beyond,0,0.588,{},empty
